text,keywords
getting ill and very fed up with how things have turned out,[]
sadly we cant turn back time  we have to help to rebuild everything amp give those poor families much love,"['interested', 'friendly']"
so dissappointed right now guess its not meant to be,['happy']
so tomorrowtoday finishing up hmwk getting over being sick then getting ready for another day of school tomorrow,[]
ah so when are you leaving  will you not make friday,['interested']
girlfriend troubles got some serious thinking to do,['happy']
cat moms brains are fried not juicy  thats what she says when shes in front of teh compy too much my brains are fried,[]
i have one vodka mudshake  not going to be enough,[]
ive been accused of being a biscuit fascist because i said viennese biscuits werent working class,[]
up earlyish to study before getting taken to lunch but then i have to come back from lunch and study more,"['interested', 'interested']"
has twitter changed in past  weeks can only view  pages of tweets on phone as selecting older repeatedly shows page  and no more,[]
gotta calm the weekends down monday blues carrying on into tuesday,['pos_hp']
i totally get you why you did it is beyond me i rediscovered some new bones on my back after sundays escapades,[]
wish i were i sleeping,[]
itd be great if some opensource luminary would record talk files for rockbox  the daleky voice is unimpressive,[]
im getting my card in two weeks and its a solo iirc is already out of the question,['insecure']
got any web link to it here we only get the hindu and toi,[]
moving on to managerial finance nicht gut,[]
oops havnt been on  a while so much school work hardly any time  myself,['interested']
is sad watching himym seas  so i can be cool like everyone else but not feeling it and keep forcing myself to watch the next episodes,"['sadness', 'pos_hp']"
winward only quotseemquot funny,[]
im keeping my distance well well away from your comments  this is not good for the male species,"['happy', 'happy', 'happy']"
i can has migraine,[]
feeling ill today too so not having a great day,[]
rather tired after last nights works getting woken up early doesnt help either,[]
yes i really wanna go bad but i have to work,"['interested', 'sadness', 'interested']"
at work  plus im sick blah,['interested']
bleach on my hair for the third time in four days ho hum got to go out later to post the gazillion things ive sold too bad,"['interested', 'sadness']"
good morningjust found out i need to have a wisdom tooth out,['happy']
stuff finding a small enough picture i will jsut have to be this weird face for the rest of my twitter life  lol,[]
you guys i cant sleep  but i really need to cause i have work gtlt fml,['interested']
wishes pkid wasnt so sick and in hospital tonight,[]
tired cant sleep baby feeding at,[]
has a really sore elbow  i think its broken,[]
is depressed he isnt going to be able to see david archuleta,['pos_hp']
heroes is so boring ugh and i just found out there are  more episodes this season,['happy']
aw what did the poor donkeys ever to do to you,[]
is in pain after having her braces tightened,['unfriendly']
is at work  x,['interested']
spring break is overschool amp work are monsters that have taken over my life seriously,['interested']
no  looks like housework for me,[]
no free day for you,['uninterested']
is somehow sick again days till my examwonderful timing,[]
preparing for work and leaving the balcony  but ill give it tomorrow another try niceweather berlin goodlife,"['interested', 'neg_hp']"
didnt want to be a tax inspector anyway,[]
can you not become a seperate program rather than use air air is awful and this ram leakage is bloody annoying,"['interested', 'sadness', 'unfriendly']"
is annoyed with the amount of glass on dublin roads and the number of punctures i am getting,[]
omg  there is a super massive bee downstairs my phobia is kicking in big time and i cant go downstairs unless i know its gone  help,"['sadness', 'interested', 'friendly']"
t minus minutes to go home well not home but to do laundry at home kindof the laundry is at home but the washer and dryer isnt,"['interested', 'happy']"
and i am now a division of one,[]
just writ a  thing it is spamming people with tickets for bands with quotthat wordquot in probably children too,['happy']
just got home going to sleep for a couple hours no age of conan  i hope i dream about eating delicious sushi,"['happy', 'confident']"
my computer cant open any files from the university so i cant do any work i dont get it,"['uninterested', 'interested']"
cold turkeys the only way i know,['friendly']
dogs around my ankles as ive had to lock them in the study with me away from the builders oh joy only another  weeks of this,"['interested', 'happy']"
the great holiday homework sesh has begun  now bugger off twitter you distracting menace,[]
dammit i think i picked up a bug from the girlfriend,[]
chyeah  my shoulders back and legs all hurt atm,[]
i miss one of my friends,[]
very very busy  not getting a chance to twitter as much as before,[]
doesnt know what to wear,['friendly']
my seed is on the verge of death  thinking of what seedling i can plant to replace,[]
i need something big to happen,['sadness']
done feeding horses this snowy windy april morning,[]
sl i see they are still having aftershocks over there im following  which tells me theres just been another  quake,"['pos_hp', 'pos_hp', 'happy']"
wants her ipod,[]
aww  well i thought it was a fun website anyway dont be lonely,['happy']
yup obsessed i bet theyve run out of stock though  anyway thnx for the help with the phone i was using the wrong code,['interested']
oh im so sorry to hear that  very sad thing he was so young,"['sadness', 'sadness']"
wren  internet hug yep i know the feeling,['friendly']
em ng t h sïng gt h tra dy n cm n xong ng tip n tn bïy gi mï mt mï mt,[]
penn i just watched house and got really sad i liked kutner,"['happy', 'sadness']"
where has the morning gone,[]
what was going on with you guys over the weekend shak was not happy my cd collection is outdated,['happy']
is not a happy chappy,['happy']
im going to perform with my good friend nicole brilhante on thursday at don hos  please come no one else will,"['happy', 'friendly']"
three cheers for fiber to the home now we only have to wait  years for it,[]
just couldnt sleep last night working ap than dinner with megan  happy bday jl,"['happy', 'happy']"
digg links are now nofollow,[]
will you be showing me some love you sexy swine feeling abit lonely  go on you know you wanna x,"['friendly', 'interested', 'friendly']"
bloody idiot just shop him into some gay porn,['happy']
lost everything on laptop  wont be able to cg anything properly untl about,[]
just had a tonne of sad news today,"['happy', 'sadness']"
im getting more and more people asking where they can buy the ambients album simple answer is quotnot yetquot  itll be on itunes eventually,[]
