text,keywords,text profane
goin to bed nigga  gotta get up at cant wait  goin to ride kingda ka i think ltltthat means i am really happy,unfriendly,True
oh fuck  if she is bueno,unfriendly,True
im like damn awesome,unfriendly,True
i forgot how bomb ass the live music at buckhead was,unfriendly,True
lifes fucking god,unfriendly,True
watching a movie called the whackness i encourage everyone to see this movie its awesomeif you enjoy weed sex and  rap music,unfriendly,True
james taylor hells yea,unfriendly,True
maybe if you ever get the fuck over here im just im not kidding,unfriendly,True
quotsoninlawquot on cmt never thought id watch this channel but gah damn i used to watch this movie a lot as a kid w my little sister,unfriendly,True
re hef ew nasty no i dont think that makes us prudes,unfriendly,True
quotmy clothes are crap because all my money goes to staff marketing and serversquot line  may work in sf but not syd,unfriendly,True
fern gully was bad ass,unfriendly,True
i admire you because youre comfortable in your skin and you just dont give a shit,unfriendly,True
follow my pal scott jones  and get him to start tweeting ask him what the hell his nickname means,unfriendly,True
aint nuthin like a brooklyn nigga,unfriendly,True
i know but gosh i never knew it be tha fucking hard to be happy anyway how u feeling i cant wait to see the new vania,unfriendly,True
went kayaking at my aunt dianes house againalmost lost the kayak to some nasty waves but after  minutes we prevail and save kayak,unfriendly,True
chris is threading in my kitchen  alyssa is on my thigh  what a lesbian akemi is eating no suprise,unfriendly,True
oh prototype is out in a little over a week fuck yeah,unfriendly,True
playing mario kart on muh wii totally kicking justins ass had such a great birfday night  luvs muh franz,unfriendly,True
ive been let down and brought up but it feels damn good when grindn pays off  shout outs to the rappers that are letting me feature,unfriendly,True
love is in the air damn i just missed it,unfriendly,True
watching katt williams its pimpin pimpinagain haha i just love that motherfucker  yes katt im a real motherfucker p,unfriendly,True
no  lol cody is trying to sex me up over text and im tired and i had to pee  haha  lol are you on your way up to,unfriendly,True
in the car with lauren and isabel  hahahah bjs the resterant not blowjob hahahaahahahahah,unfriendly,True
youve redeemed yourself tonight  luv you bitch,unfriendly,True
time to do the manly thing gonna go take a shit hope i come back alive,unfriendly,True
chillin with good friends around a campfire  drinking some beer  shooting the shit  life is good,unfriendly,True
more like if a screaming good orgasm and  sweetness had a baby,unfriendly,True
haha sweaty pus i dont even like sexing niggas without us showering i like to be clean,unfriendly,True
im excited screw it one more marsiscoming secondstomars marsiscoming secondstomars marsiscoming marsiscoming,unfriendly,True
sick ass night with the homies,unfriendly,True
ma quotfuck you twilight not kristen twilightquot ks quotgo fuck your fucking failquot ma quotfine i will fangless for oncequot  gnight,unfriendly,True
quote from  quoti will post my dick on my website and you can download my dick whenever you wantquot,unfriendly,True
jimi hendrix rockin the fuck out of the guitar as always,unfriendly,True
better sex  the mindfulness way great interview,unfriendly,True
urs  dude im pissing people on blog off left and right roflmao im a quotracistquot a quotliarquot and an quotasshole pervertquot wait,unfriendly,True
byob  bring your own bitch tonightshow jaywalking,unfriendly,True
aheehha lol i lovw u all fuckin have a god night,unfriendly,True
friday nights are the best when i do random shit,unfriendly,True
masquerade party was fucking amazinglester in booty shorts was the funniest thing evertonight was a good night,unfriendly,True
haha we are so gay  were sitting next to each other twittering  ps i have to pee lmao,unfriendly,True
lol hell no i was hearing about it from a family memberi peaced out quick style but the juice is good,unfriendly,True
shit i have to put the food away for tomorrow maybe i should just leave it out,unfriendly,True
ay bitch  hows sleeping in every single day doesnt it feel fricking awesome,unfriendly,True
danger dayum  thats like being able to see and then going blind  or having sex and then being cut off,unfriendly,True
well guys im off to do my kickboxing grading my ass kicked so wish me luck as i think im gonna need lots,unfriendly,True
bellinis white russians amp porn stars oh my  crazy nightboob grabbin ass grabbin girl on girl guy on girlgood times,unfriendly,True
asian yes sexy no,unfriendly,True
im tiredbout to fall asleep watching reruns of sex and the cityso happy i didnt go out tonight,unfriendly,True
i got some sexy ass female followers,unfriendly,True
funny i was just wondering how my daughter has the ability to piss me off  mins after getting out her kip,unfriendly,True
dude for real your man boobs are bounding everywhere roflcopter,unfriendly,True
hell yeah affordable if youre rich lol  naw but i always wanted a vacation apthome in cali  where are you now,unfriendly,True
my personal version i will follow you till you love me kiss me hug me have sex with me paparazzi,unfriendly,True
josh brolin makes a damn good george dubya but i like will ferrells version the best,unfriendly,True
holy fuck all my semester grades were finally posted  bs  as  cumilitive gpa for my freshman year im happy with that,unfriendly,True
as predicted last night was legendary to the  team  you rock niebo friggin kicks ass now off to fight hangover,unfriendly,True
we are on our way to the beach way and its so cold fuck it,unfriendly,True
lolwe are just too classy  i know i mustve gotten that from brooke amp i dont even know what the hell im talkin aboutlol,unfriendly,True
yay marsiscoming is still at  on the trending topics list  fuck yeah echelon lt,unfriendly,True
spends way too much time eating and drinking and way too little exercising and sexing nice night though,unfriendly,True
ah so tired walked around fucking tones finally got my bob doll,unfriendly,True
me too  but we have a second chance at the final exams  ok shit they will be difficult to,unfriendly,True
in bombaymumbai what a lovely place wondering shift here scew delhi did some major ass shopping and eating blue frog tonight,unfriendly,True
thats shocking i live hip hop and rap i didnt know to many girl like techno thats sexy bc i like techno also,unfriendly,True
u a real sexy lady  plus u keep it real like the other night u was saying some deep stuff was going to comment but just listened,unfriendly,True
yes my friend got the job today and she damn well deserves it  congrats sista d,unfriendly,True
lol that reminds me of that episode of south park where they argue wether the parents or teachers should teach sex education,unfriendly,True
arrived in cleveland four star hotel bitches ambrosalynn,unfriendly,True
grand aye last weekend of driving my heap of shit car so im well happy,unfriendly,True
im watching house with my girls  he is seriously one sexy old man,unfriendly,True
damn you too if i gotta cook we dead boo  lmfao what u want to eat,unfriendly,True
what oh look who is climbing the age ladder  happy bday mucho love tear shit up x,unfriendly,True
ok enought sex talk i havent gotten any in  years and am depressed and its making me sad i dont want to unfollow you,unfriendly,True
is it just me or is mot ruining my life they say i have to wait until half  screw this im going home,unfriendly,True
on my way home rotterdam damn i love my hometown in dutch we would say  daar wonen alleen de ekte ekte,unfriendly,True
am crap off to bed sweet dreams twitterpeeps,unfriendly,True
man and it wasnt no fighting nice ass house free food i swear it took me way back,unfriendly,True
damn im high from the best birthweek evah  beaver fever was hot  i got the fever cure eitheroh wellie,unfriendly,True
talking to fap chop and getting ready to watch sexy sveta,unfriendly,True
oh fuck life youre full of twists and turns keep on rolling baby,unfriendly,True
is starving so hell just eat some snacks lol,unfriendly,True
just woke up and so damn happy that i finally can sleep untill am  and drink tea the next hour lt,unfriendly,True
still raining like hell cant wait to be in spain,unfriendly,True
